"","Test.kidney.2","Control.kidney.1","Control.lung.1","Test.lung.1","Test.lung.2","Control.lung.2","Control.liver.1","Test.liver.2","Test.liver.1","Control.liver.2"
"Ccdc64b",0.1,0.815909471,0.1,0.595665885,1.144428831,0.1,0.1,0.1,0.1,0.1
"Ceacam18",0.1,0.815909471,0.1,0.1,1.144428831,0.1,0.1,0.1,0.1,0.1
"Angptl1",0.1,0.1,0.1,0.1,1.144428831,0.892763735,0.1,0.1,0.1,0.1
"3425401B19Rik",0.1,0.1,0.1,0.1,1.144428831,0.892763735,0.1,0.1,0.1,0.1
"B230216G23Rik",0.1,0.1,0.1,0.1,1.144428831,0.892763735,0.1,0.1,0.1,0.1
"C230024C17Rik",0.1,0.1,0.1,0.1,1.144428831,0.892763735,0.1,0.1,0.1,0.1
"Cecr6",0.1,0.1,0.1,0.1,1.144428831,0.892763735,0.1,0.1,0.1,0.1
"Arhgdig",0.1,0.1,0.1,0.595665885,1.144428831,0.892763735,0.1,0.1,0.1,0.1
"Ankdd1b",0.1,0.1,0.1,0.595665885,1.144428831,0.892763735,0.1,0.1,0.1,0.1
"4930425O10Rik",0.1,0.1,0.623358419,0.595665885,1.144428831,0.892763735,0.1,0.1,0.1,0.1
"Btn1a1",0.1,0.1,0.623358419,0.1,1.144428831,0.892763735,0.1,0.1,0.1,0.1
"Ccdc184",0.1,0.1,0.1,0.595665885,2.188857662,0.892763735,0.1,0.1,0.1,0.1
"4933408B17Rik",0.1,0.1,0.1,0.1,2.188857662,0.892763735,0.1,0.1,0.1,0.1
"1700016K19Rik",0.1,0.1,0.1,0.595665885,2.188857662,0.1,0.1,0.1,0.1,0.1
"1700001D01Rik",0.1,0.1,0.1,0.1,2.188857662,0.1,0.1,0.1,0.1,0.1
"Arhgef37",0.1,0.1,0.1,0.1,1.144428831,0.1,0.1,1.219962324,0.1,0.1
"4933417D19Rik",0.1,0.1,0.1,0.1,1.144428831,0.1,0.1,1.219962324,0.1,0.1
"Cks1brt",0.1,0.1,0.1,0.1,1.144428831,0.1,0.1,1.219962324,0.1,0.1
"Btnl2",0.1,0.1,0.1,0.595665885,1.144428831,0.1,0.1,1.219962324,0.1,0.1
"A230056J06Rik",0.1,0.1,0.623358419,0.595665885,1.144428831,0.1,0.1,1.219962324,0.1,0.1
"2410137M14Rik",0.1,0.1,0.623358419,0.1,1.144428831,0.1,0.1,1.219962324,0.1,0.1
"6430571L13Rik",0.1,0.815909471,0.1,0.1,1.144428831,0.892763735,0.1,1.219962324,0.1,0.1
"4430402I18Rik",0.1,0.815909471,0.1,0.1,1.144428831,0.892763735,0.1,1.219962324,0.1,0.1
"4933404K08Rik",0.1,0.815909471,0.1,0.595665885,1.144428831,0.1,0.1,1.219962324,0.1,0.1
"4930528D03Rik",0.99597619,0.1,0.1,0.595665885,1.144428831,0.892763735,0.1,1.219962324,0.1,0.1
"Abca4",0.1,0.1,0.1,1.09133177,1.144428831,0.892763735,0.1,1.219962324,0.1,0.1
"Adra1b",0.1,0.1,1.146716838,1.09133177,1.144428831,0.892763735,0.1,1.219962324,0.1,0.1
"Bmx",0.1,0.1,1.146716838,0.595665885,1.144428831,0.892763735,0.1,1.219962324,0.1,0.1
"Aoc2",0.1,0.1,0.623358419,0.595665885,2.188857662,1.68552747,0.1,0.1,0.1,0.1
"Btbd18",0.1,0.1,0.623358419,0.1,2.188857662,1.68552747,0.1,0.1,0.1,0.1
"Col8a1",0.1,0.815909471,1.146716838,0.1,2.188857662,1.68552747,0.1,0.1,0.1,0.1
"4930546K05Rik",0.1,0.1,0.623358419,0.595665885,2.188857662,0.892763735,0.1,0.1,0.1,0.1
"6430531B16Rik",0.1,0.1,0.623358419,0.1,2.188857662,0.892763735,0.1,0.1,0.1,0.1
"9430076C15Rik",0.1,0.1,1.146716838,0.1,2.188857662,0.892763735,0.1,0.1,0.1,0.1
"BC030870",0.1,0.815909471,0.623358419,0.1,1.144428831,1.68552747,0.1,0.1,0.1,0.1
"C030039L03Rik",0.1,0.815909471,0.1,0.1,1.144428831,1.68552747,0.1,0.1,0.1,0.1
"4930483K19Rik",0.1,0.1,0.1,0.1,1.144428831,1.68552747,0.1,0.1,0.1,0.1
"Areg",0.1,0.1,1.146716838,0.1,1.144428831,1.68552747,0.1,0.1,0.1,0.1
"4933411E08Rik",0.1,0.1,0.623358419,0.595665885,1.144428831,1.68552747,0.1,0.1,0.1,0.1
"A730043L09Rik",0.1,0.1,0.623358419,1.09133177,0.1,0.892763735,0.1,0.1,0.1,0.1
"1700023L04Rik",0.1,0.1,0.623358419,1.09133177,0.1,0.892763735,0.1,0.1,0.1,0.1
"Bcl2a1b",0.1,0.1,0.623358419,1.09133177,0.1,0.892763735,0.1,0.1,0.1,0.1
"Cel",0.1,0.1,0.623358419,1.09133177,0.1,0.892763735,0.1,0.1,0.1,0.1
"Apobec2",0.1,0.1,1.146716838,1.09133177,0.1,0.892763735,0.1,0.1,0.1,0.1
"Ccdc15",0.99597619,0.1,1.146716838,1.09133177,0.1,0.892763735,0.1,0.1,0.1,0.1
"Actn2",0.1,0.1,1.670075257,1.586997655,0.1,1.68552747,0.1,0.1,0.1,0.1
"Ccnjl",0.1,0.1,1.146716838,1.586997655,0.1,1.68552747,0.1,0.1,0.1,0.1
"A330021E22Rik",0.1,0.815909471,1.146716838,1.586997655,0.1,0.892763735,0.1,0.1,0.1,0.1
"Col10a1",0.1,0.1,1.146716838,2.08266354,0.1,0.892763735,0.1,0.1,0.1,0.1
"4930447N08Rik",0.1,0.1,2.193433676,1.09133177,0.1,0.892763735,0.1,0.1,0.1,0.1
"Cap2",0.1,0.1,1.670075257,0.595665885,0.1,0.892763735,0.1,0.1,0.1,0.1
"9330182L06Rik",0.1,0.1,2.193433676,1.09133177,0.1,1.68552747,0.1,0.1,0.1,0.1
"Aff2",0.1,0.815909471,0.623358419,0.595665885,0.1,1.68552747,0.1,0.1,0.1,0.1
"Aldh1l2",0.1,0.815909471,0.623358419,0.1,0.1,1.68552747,0.1,0.1,0.1,0.1
"2810410L24Rik",0.1,0.815909471,1.146716838,0.1,0.1,1.68552747,0.1,0.1,0.1,0.1
"9530036O11Rik",0.1,0.1,1.146716838,0.595665885,0.1,1.68552747,0.1,0.1,0.1,0.1
"1700012B09Rik",0.1,0.1,1.146716838,0.1,0.1,1.68552747,0.1,0.1,0.1,0.1
"B020014A21Rik",0.1,1.531818942,1.146716838,0.595665885,0.1,1.68552747,0.1,0.1,0.1,0.1
"4833427F10Rik",0.1,0.815909471,1.670075257,0.595665885,0.1,1.68552747,0.1,0.1,0.1,0.1
"4933412E12Rik",0.1,0.815909471,2.193433676,0.595665885,0.1,0.892763735,0.1,1.219962324,0.1,0.1
"Cd27",0.1,0.815909471,1.670075257,0.595665885,0.1,0.892763735,0.1,1.219962324,0.1,0.1
"Bambi-ps1",0.1,0.1,1.670075257,0.595665885,0.1,1.68552747,0.1,1.219962324,0.1,0.1
"Adra1a",0.1,0.1,1.146716838,0.595665885,0.1,0.892763735,0.1,1.219962324,0.1,0.1
"A230057D06Rik",0.1,0.1,2.193433676,0.595665885,0.1,0.1,0.1,0.1,0.1,0.1
"2410004I01Rik",0.1,0.1,2.193433676,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"4930487H11Rik",0.1,0.1,2.716792095,0.595665885,0.1,0.1,0.1,0.1,0.1,0.1
"C86187",0.1,0.1,1.670075257,0.595665885,0.1,0.1,0.1,0.1,0.1,0.1
"4930517E11Rik",0.1,0.1,1.670075257,0.595665885,0.1,0.1,0.1,0.1,0.1,0.1
"1700012B07Rik",0.1,0.1,1.670075257,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Cnr1",0.1,0.1,2.193433676,0.595665885,1.144428831,0.1,0.1,0.1,0.1,0.1
"Apba1",0.1,0.1,1.670075257,0.595665885,1.144428831,0.1,0.1,0.1,0.1,0.1
"Akap6",0.99597619,0.815909471,1.670075257,1.09133177,0.1,0.892763735,0.1,0.1,0.1,0.1
"Col8a2",0.99597619,0.815909471,1.670075257,1.09133177,0.1,0.1,0.1,0.1,0.1,0.1
"A630012P03Rik",0.99597619,1.531818942,2.193433676,1.09133177,0.1,0.1,0.1,0.1,0.1,0.1
"Cacnb1",0.99597619,0.815909471,1.670075257,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Chst4",0.1,0.1,1.670075257,0.1,0.1,0.1,1.560026591,0.1,0.1,0.1
"Cebpb",0.1,0.1,1.670075257,0.1,0.1,0.1,1.560026591,0.1,0.1,0.1
"Awat2",0.1,0.1,1.146716838,0.1,0.1,0.1,1.560026591,0.1,0.1,0.1
"Alox15",0.1,0.1,1.146716838,0.1,0.1,0.1,1.560026591,0.1,0.1,0.1
"7420700N18Rik",0.1,0.1,1.146716838,1.09133177,0.1,0.1,1.560026591,0.1,0.1,0.1
"C130036L24Rik",0.99597619,0.1,1.670075257,0.595665885,0.1,0.892763735,1.560026591,0.1,0.1,0.1
"Ccdc109b",0.99597619,0.1,1.670075257,1.09133177,0.1,0.1,1.560026591,0.1,0.1,0.1
"9230116N13Rik",0.1,1.531818942,1.146716838,0.1,0.1,0.1,1.560026591,0.1,0.1,0.1
"Bcat1",0.1,0.815909471,1.146716838,0.1,0.1,0.1,1.560026591,0.1,0.1,0.1
"Ccnk",0.1,0.815909471,2.193433676,0.1,0.1,0.1,1.560026591,0.1,0.1,0.1
"1700061I17Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"1700047L14Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"1700109K24Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"2010005H15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"2010308F09Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"4930401C15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"4930448I06Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"4930474N09Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"4930480M12Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"4930545L23Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"4932702P03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"5330439B14Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"8030462N17Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"9330175E14Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"A1bg",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"A530064D06Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"A930003O13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"A930015D03Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"AV039307",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"AW551984",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"Akap14",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"Amer2",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"Ankrd22",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"Ankrd55",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"Art2b",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"Asb11",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"BC117090",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"Cacna2d4",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"Cd4",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"4833403I15Rik",0.1,0.1,0.1,0.595665885,0.1,0.1,0.1,1.219962324,0.1,0.1
"1700010I02Rik",0.1,0.1,0.1,0.595665885,0.1,0.1,0.1,1.219962324,0.1,0.1
"4930417O22Rik",0.1,0.1,0.1,0.595665885,0.1,0.1,0.1,1.219962324,0.1,0.1
"4930563E18Rik",0.1,0.1,0.1,0.595665885,0.1,0.1,0.1,1.219962324,0.1,0.1
"4930578E11Rik",0.1,0.1,0.1,0.595665885,0.1,0.1,0.1,1.219962324,0.1,0.1
"4931402G19Rik",0.1,0.1,0.1,0.595665885,0.1,0.1,0.1,1.219962324,0.1,0.1
"Arl14epl",0.1,0.1,0.1,0.595665885,0.1,0.1,0.1,1.219962324,0.1,0.1
"Cd200r3",0.1,0.1,0.1,0.595665885,0.1,0.1,0.1,1.219962324,0.1,0.1
"BC107364",0.1,0.1,0.1,0.1,0.1,0.892763735,0.1,1.219962324,0.1,0.1
"1700030J22Rik",0.1,0.1,0.1,0.1,0.1,0.892763735,0.1,1.219962324,0.1,0.1
"Cd300c",0.1,0.1,0.1,0.1,0.1,0.892763735,0.1,1.219962324,0.1,0.1
"4930512B01Rik",0.99597619,0.1,0.623358419,0.595665885,0.1,0.1,0.1,1.219962324,0.1,0.1
"2700099C18Rik",0.99597619,0.1,0.623358419,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"AU023762",0.99597619,0.1,0.1,0.595665885,0.1,0.1,0.1,1.219962324,0.1,0.1
"Alx4",0.99597619,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"4930577N17Rik",0.99597619,0.1,0.1,0.595665885,0.1,0.892763735,0.1,1.219962324,0.1,0.1
"Car10",0.99597619,0.1,0.1,1.09133177,0.1,0.1,0.1,1.219962324,0.1,0.1
"4932435O22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.339924649,0.1,0.1
"2210407C18Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.339924649,0.1,0.1
"9330102E08Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.339924649,0.1,0.1
"Cabyr",0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.339924649,0.1,0.1
"Ccr3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.339924649,0.1,0.1
"Adam32",0.1,0.1,0.1,0.595665885,0.1,0.1,0.1,2.339924649,0.1,0.1
"4930414N06Rik",0.1,0.1,0.1,0.595665885,0.1,0.1,0.1,2.339924649,0.1,0.1
"BC053393",0.1,0.1,0.1,0.595665885,0.1,0.1,0.1,2.339924649,0.1,0.1
"Ccdc88b",0.1,0.1,0.1,0.595665885,0.1,0.1,0.1,2.339924649,0.1,0.1
"1810032O08Rik",0.99597619,0.1,0.1,0.1,0.1,0.1,0.1,2.339924649,0.1,0.1
"4930480K15Rik",0.1,0.1,0.623358419,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"1700102P08Rik",0.1,0.1,0.623358419,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"4930596I21Rik",0.1,0.1,0.623358419,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"5730412P04Rik",0.1,0.1,0.623358419,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"9530051G07Rik",0.1,0.1,0.623358419,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"Apol11b",0.1,0.1,0.623358419,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"Cage1",0.1,0.1,0.623358419,0.595665885,0.1,0.1,0.1,1.219962324,0.1,0.1
"C430002E04Rik",0.1,0.1,1.146716838,0.595665885,0.1,0.1,0.1,1.219962324,0.1,0.1
"4931428L18Rik",0.1,0.1,1.146716838,0.595665885,0.1,0.1,0.1,1.219962324,0.1,0.1
"4931406B18Rik",0.1,0.1,1.670075257,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"Clspn",0.1,0.1,1.146716838,0.1,1.144428831,0.1,0.1,1.219962324,0.1,0.1
"4833428L15Rik",0.1,0.1,1.146716838,0.1,1.144428831,0.1,0.1,1.219962324,0.1,0.1
"Atp10a",0.1,0.815909471,1.146716838,0.1,1.144428831,0.1,0.1,1.219962324,0.1,0.1
"Atf7ip2",0.1,0.815909471,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"5430440P10Rik",0.1,0.815909471,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"Asphd2",0.1,0.815909471,0.1,0.595665885,0.1,0.1,0.1,1.219962324,0.1,0.1
"Atp6v0c",0.1,0.815909471,0.623358419,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"1700109H08Rik",0.1,0.815909471,0.623358419,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"BC016579",0.1,1.531818942,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"4930432J09Rik",0.1,1.531818942,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,0.1
"Cmtr2",0.1,1.531818942,0.1,0.595665885,0.1,0.892763735,0.1,1.219962324,0.1,0.1
"Astn2",0.1,1.531818942,0.1,0.1,0.1,0.892763735,0.1,1.219962324,0.1,0.1
"9430037G07Rik",0.1,1.531818942,0.1,0.595665885,0.1,0.1,0.1,2.339924649,0.1,0.1
"5430435G22Rik",0.1,0.1,0.623358419,1.586997655,2.188857662,0.1,0.1,2.339924649,0.1,0.1
"Cd163l1",0.1,0.1,0.1,0.1,2.188857662,0.1,0.1,2.339924649,0.1,0.1
"2700054A10Rik",0.1,1.531818942,0.623358419,0.595665885,2.188857662,0.1,0.1,2.339924649,0.1,0.1
"Clec2g",0.1,0.815909471,1.146716838,0.1,2.188857662,1.68552747,0.1,2.339924649,0.1,0.1
"9230112J17Rik",0.1,0.815909471,0.623358419,0.1,2.188857662,0.892763735,0.1,1.219962324,0.1,0.1
"Arl11",0.1,0.1,0.623358419,1.586997655,0.1,0.1,0.1,2.339924649,0.1,0.1
"Atp8b4",0.1,0.1,0.623358419,1.09133177,0.1,0.1,0.1,2.339924649,0.1,0.1
"Col11a2",0.1,0.1,0.1,1.09133177,0.1,0.1,0.1,2.339924649,0.1,0.1
"Atf3",0.1,0.815909471,0.623358419,1.586997655,0.1,0.1,0.1,2.339924649,0.1,0.1
"Cit",0.1,0.1,1.146716838,0.595665885,0.1,0.1,0.1,2.339924649,0.1,0.1
"Casc1",0.1,0.1,1.146716838,0.595665885,0.1,0.1,0.1,2.339924649,0.1,0.1
"9430091E24Rik",0.1,0.815909471,1.146716838,0.595665885,0.1,0.1,0.1,2.339924649,0.1,0.1
"Asah2",0.1,0.815909471,2.193433676,1.09133177,0.1,0.1,0.1,2.339924649,0.1,0.1
"Adat1",0.1,0.1,1.670075257,1.09133177,1.144428831,0.1,0.1,2.339924649,0.1,0.1
"Brwd3",1.89195238,0.1,0.623358419,1.09133177,0.1,0.1,0.1,2.339924649,0.1,0.1
"Adamts4",0.99597619,0.815909471,0.623358419,1.09133177,0.1,0.1,0.1,2.339924649,0.1,0.1
"2210408I21Rik",1.89195238,0.1,1.670075257,1.586997655,0.1,0.1,0.1,2.339924649,0.1,0.1
"Acacb",0.99597619,1.531818942,1.670075257,0.1,0.1,0.1,0.1,2.339924649,0.1,0.1
"Cenph",0.99597619,0.815909471,1.670075257,0.1,0.1,0.1,0.1,2.339924649,0.1,0.1
"2310001H17Rik",0.1,0.1,1.670075257,1.586997655,0.1,0.1,1.560026591,1.219962324,0.1,0.1
"Cd300lf",0.1,0.1,1.670075257,0.595665885,0.1,0.1,1.560026591,1.219962324,0.1,0.1
"Alkbh8",0.99597619,0.1,1.670075257,1.09133177,0.1,0.1,1.560026591,1.219962324,0.1,0.1
"Actr5",0.1,0.1,1.146716838,1.09133177,0.1,0.892763735,1.560026591,1.219962324,0.1,0.1
"1600002K03Rik",0.99597619,0.1,0.623358419,1.09133177,0.1,0.1,1.560026591,2.339924649,0.1,0.1
"2900076A07Rik",0.99597619,0.1,0.623358419,1.586997655,0.1,0.1,1.560026591,1.219962324,0.1,0.1
"1700056E22Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"1700012D01Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"2310005G13Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"2900009J06Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"3110009F21Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"4933404G15Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"5730488B01Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"A630010A05Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"Akr1cl",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"Ank1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"Capn11",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"Ccl3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"Ceacam2",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"Ces2b",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"Cited4",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"1810024B03Rik",0.1,0.1,0.1,0.595665885,0.1,0.1,0.1,0.1,0.1,2.165161762
"1700097N02Rik",0.1,0.1,0.1,0.595665885,0.1,0.1,0.1,0.1,0.1,2.165161762
"Capsl",0.1,0.1,0.623358419,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"4631405J19Rik",0.1,0.1,0.623358419,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"Calr3",0.1,0.1,0.623358419,0.595665885,0.1,0.1,0.1,0.1,0.1,2.165161762
"5830432E09Rik",0.1,0.1,0.1,1.09133177,0.1,0.1,0.1,0.1,0.1,2.165161762
"A330093E20Rik",0.1,0.1,0.623358419,0.1,0.1,0.892763735,0.1,0.1,0.1,2.165161762
"1700067K01Rik",0.1,0.1,0.623358419,0.1,0.1,0.892763735,0.1,0.1,0.1,2.165161762
"BC052688",0.1,0.1,0.623358419,0.595665885,0.1,0.892763735,0.1,0.1,0.1,2.165161762
"4632428C04Rik",0.1,0.1,0.1,0.595665885,0.1,0.892763735,0.1,0.1,0.1,2.165161762
"4930538K18Rik",0.1,0.815909471,0.1,0.1,0.1,0.892763735,0.1,0.1,0.1,2.165161762
"Adgb",0.1,0.1,0.1,0.1,1.144428831,0.1,0.1,0.1,0.1,2.165161762
"1600010M07Rik",0.1,0.1,0.1,0.1,1.144428831,0.1,0.1,0.1,0.1,2.165161762
"3110009E18Rik",0.1,0.1,0.623358419,0.1,1.144428831,0.1,0.1,0.1,0.1,2.165161762
"2610037D02Rik",0.1,0.815909471,0.623358419,1.09133177,0.1,0.892763735,0.1,0.1,0.1,2.165161762
"2310034G01Rik",0.1,0.815909471,0.623358419,1.09133177,0.1,0.892763735,0.1,0.1,0.1,2.165161762
"BC018242",0.1,0.815909471,0.623358419,1.586997655,0.1,0.892763735,0.1,0.1,0.1,2.165161762
"Cd209a",0.1,0.1,1.146716838,1.586997655,0.1,0.892763735,0.1,0.1,0.1,2.165161762
"Caap1",0.1,0.1,0.623358419,1.09133177,1.144428831,0.892763735,0.1,0.1,0.1,2.165161762
"Bmp8b",0.99597619,0.1,0.1,1.586997655,0.1,0.892763735,0.1,0.1,0.1,2.165161762
"4930413F20Rik",0.1,1.531818942,1.146716838,0.595665885,0.1,0.1,0.1,0.1,0.1,2.165161762
"1700019L03Rik",0.1,0.815909471,0.623358419,0.595665885,0.1,0.1,0.1,0.1,0.1,2.165161762
"Chrna5",0.1,0.815909471,1.146716838,0.1,0.1,0.892763735,0.1,0.1,0.1,2.165161762
"Ccl25",0.1,1.531818942,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"4930405A21Rik",0.1,0.815909471,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"Bzrap1",0.1,1.531818942,0.1,0.1,0.1,1.68552747,0.1,0.1,0.1,2.165161762
"AA543186",0.1,0.815909471,0.1,0.1,0.1,0.892763735,0.1,1.219962324,0.1,2.165161762
"Aven",0.1,0.815909471,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,2.165161762
"Anxa13",0.1,0.1,0.623358419,0.1,0.1,0.1,0.1,1.219962324,0.1,2.165161762
"4930529C04Rik",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.219962324,0.1,2.165161762
"Ackr1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.339924649,0.1,2.165161762
"2810433D01Rik",0.1,0.1,1.670075257,0.595665885,0.1,0.1,0.1,1.219962324,0.1,2.165161762
"Btc",0.99597619,1.531818942,1.146716838,2.08266354,0.1,0.1,0.1,1.219962324,0.1,2.165161762
"A430035B10Rik",0.1,1.531818942,1.146716838,1.09133177,0.1,0.1,0.1,2.339924649,0.1,2.165161762
"4930507D05Rik",0.99597619,2.247728412,0.623358419,0.1,0.1,0.1,0.1,1.219962324,0.1,2.165161762
"5430437J10Rik",0.99597619,0.1,1.146716838,1.09133177,0.1,0.1,0.1,0.1,0.1,2.165161762
"4930520O04Rik",0.99597619,0.1,0.623358419,1.09133177,0.1,0.1,0.1,0.1,0.1,2.165161762
"4933407G14Rik",0.99597619,0.1,1.146716838,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"A930007I19Rik",1.89195238,0.1,0.623358419,0.1,0.1,0.892763735,0.1,0.1,0.1,2.165161762
"6330419J24Rik",0.99597619,0.1,0.1,0.1,0.1,0.892763735,0.1,0.1,0.1,2.165161762
"AU041133",1.89195238,0.815909471,1.146716838,0.595665885,0.1,0.892763735,0.1,1.219962324,0.1,2.165161762
"1500004A13Rik",0.99597619,0.1,0.623358419,0.1,0.1,0.892763735,0.1,1.219962324,0.1,2.165161762
"C030034I22Rik",1.89195238,0.815909471,0.623358419,0.1,1.144428831,0.892763735,0.1,0.1,0.1,2.165161762
"Ablim2",1.89195238,1.531818942,0.623358419,0.1,0.1,0.1,0.1,0.1,0.1,2.165161762
"Arl10",1.89195238,0.815909471,1.670075257,0.595665885,0.1,0.1,1.560026591,0.1,0.1,2.165161762
"4833418N02Rik",0.99597619,1.531818942,0.623358419,1.09133177,0.1,0.1,1.560026591,0.1,0.1,2.165161762
"1700030C10Rik",0.99597619,0.815909471,1.146716838,1.09133177,1.144428831,0.1,1.560026591,0.1,0.1,2.165161762
"2410016O06Rik",0.1,0.1,1.146716838,1.09133177,1.144428831,0.1,1.560026591,0.1,0.1,2.165161762
"Apobr",0.1,0.1,0.623358419,1.09133177,0.1,0.1,1.560026591,0.1,0.1,2.165161762
"5930412G12Rik",0.1,0.1,0.623358419,0.1,1.144428831,0.1,1.560026591,1.219962324,0.1,2.165161762
"Ccdc159",0.99597619,0.1,0.1,0.1,1.144428831,0.1,1.560026591,0.1,0.1,2.165161762
"Cd28",0.1,0.1,0.623358419,2.08266354,0.1,0.892763735,1.560026591,1.219962324,0.1,2.165161762
"5830416P10Rik",0.1,0.1,0.623358419,1.09133177,0.1,0.892763735,1.560026591,1.219962324,0.1,2.165161762
