"","Test.kidney.2","Control.kidney.1","Control.lung.1","Test.lung.1","Test.lung.2","Control.lung.2","Control.liver.1","Test.liver.2","Test.liver.1","Control.liver.2"
"Aarsd1",16.22757142,10.83864206,7.427017866,10.0133177,6.366572987,5.649346145,13.24023932,12.41958557,13.10455988,10.42580881
"As3mt",11.74769047,10.12273259,14.23067731,5.056658851,3.233286494,4.85658241,10.32018614,11.29962324,18.30638383,6.295485287
"Cab39l",18.0195238,9.40682312,9.520451541,8.526320047,7.411001819,2.478291205,11.78021273,19.13935952,23.50820779,12.49097057
"Arhgap5",10.85171428,21.57728412,23.65112885,21.41363306,7.411001819,8.027637349,14.70026591,22.49924649,18.30638383,0.1
"Akap9",12.64366666,8.690913649,22.0810536,20.91796717,4.277715325,7.234873614,19.08034568,12.41958557,23.50820779,10.42580881
"Cdkn1a",18.91549999,19.42955571,10.04380996,11.00464947,7.411001819,13.57698349,24.92045205,2.339924649,23.50820779,8.360647049
"Arl6ip5",6.371833329,14.41818942,18.94090308,11.50031536,5.322144156,14.36974723,20.54037227,4.579849298,26.10911976,2.165161762
"Bri3bp",14.43561904,14.41818942,5.33358419,10.0133177,4.277715325,14.36974723,17.62031909,12.41958557,33.91185569,10.42580881
"Brd4",10.85171428,7.975004178,12.13724364,11.00464947,10.54428831,15.9552747,4.480079773,11.29962324,18.30638383,12.49097057
"Bop1",12.64366666,10.12273259,12.13724364,9.517651817,12.63314597,14.36974723,5.940106364,11.29962324,13.10455988,10.42580881
"Ciapin1",13.53964285,10.12273259,10.56716838,13.97864478,12.63314597,12.78421976,10.32018614,11.29962324,13.10455988,14.55613234
"2500004C02Rik",18.91549999,9.40682312,13.70731889,12.98731301,12.63314597,11.19869229,10.32018614,13.53954789,15.70547186,8.360647049
"Cog6",18.91549999,10.12273259,11.61388522,13.4829789,11.58871714,11.99145602,1.560026591,12.41958557,15.70547186,8.360647049
"Cish",12.64366666,11.55455153,19.98761992,15.46564244,15.76643247,22.29738458,5.940106364,6.819773947,13.10455988,10.42580881
"Adnp",14.43561904,8.690913649,22.60441202,15.46564244,13.67757481,15.9552747,3.020053182,13.53954789,10.5036479,12.49097057
"1200014J11Rik",17.12354761,16.56591783,19.4642615,10.50898359,19.94414779,22.29738458,3.020053182,9.059698595,20.90729581,8.360647049
"Cntd1",14.43561904,11.55455153,16.32411099,13.4829789,16.8108613,19.12632964,5.940106364,4.579849298,20.90729581,6.295485287
"Cog4",16.22757142,15.13409889,13.70731889,19.43096952,9.499859481,16.74803843,7.400132954,23.61920881,23.50820779,6.295485287
"Apba3",17.12354761,15.85000836,10.04380996,15.96130832,12.63314597,20.71185711,10.32018614,11.29962324,26.10911976,10.42580881
"Abtb1",5.475857139,5.111366295,8.473734703,14.96997655,15.76643247,19.91909337,14.70026591,10.17966092,18.30638383,10.42580881
"Bcar3",1.89195238,8.690913649,8.473734703,11.99598124,8.45543065,17.54080217,8.860159545,12.41958557,13.10455988,10.42580881
"Aaed1",9.059761899,3.679547354,3.240150514,13.4829789,10.54428831,15.16251096,8.860159545,12.41958557,20.90729581,2.165161762
"Casp9",10.85171428,6.543185237,2.716792095,10.0133177,7.411001819,13.57698349,3.020053182,12.41958557,23.50820779,8.360647049
"Atpaf1",18.0195238,18.71364624,14.75403573,8.030654161,4.277715325,15.16251096,11.78021273,18.01939719,15.70547186,24.88194115
"Aldh16a1",15.33159523,20.86137465,5.33358419,11.99598124,7.411001819,11.99145602,11.78021273,15.77947254,15.70547186,26.94710291
"Aga",18.91549999,23.72501253,13.18396047,4.560992966,12.63314597,8.820401084,16.1602925,13.53954789,13.10455988,20.75161762
"Cdca3",20.70745237,19.42955571,7.427017866,3.073995311,3.233286494,4.063818675,23.46042545,12.41958557,7.902735928,14.55613234
"Arl4a",16.22757142,18.71364624,5.33358419,2.578329425,5.322144156,4.063818675,17.62031909,15.77947254,13.10455988,10.42580881
"Anapc7",27.87526189,17.2818273,14.75403573,18.43963775,12.63314597,11.99145602,10.32018614,10.17966092,7.902735928,18.68645586
"Cgnl1",24.29135713,12.98637047,11.0905268,18.43963775,6.366572987,12.78421976,10.32018614,3.459886973,7.902735928,8.360647049
"Ankmy2",23.39538094,25.15683148,14.75403573,14.47431067,17.85529013,6.442109879,17.62031909,5.699811622,7.902735928,12.49097057
"Cmip",13.53964285,9.40682312,15.27739415,8.526320047,13.67757481,10.40592855,16.1602925,12.41958557,7.902735928,24.88194115
"2810428I15Rik",5.475857139,8.690913649,7.950376284,10.0133177,10.54428831,9.613164819,20.54037227,10.17966092,5.301823952,24.88194115
"Cdk1",16.22757142,14.41818942,6.903659447,6.543656506,4.277715325,6.442109879,17.62031909,12.41958557,5.301823952,24.88194115
"Asb8",15.33159523,15.13409889,10.04380996,14.47431067,11.58871714,11.19869229,8.860159545,7.939736271,5.301823952,29.01226467
"Abhd12",5.475857139,26.58865042,23.65112885,12.98731301,2.188857662,10.40592855,16.1602925,6.819773947,7.902735928,16.6212941
"Brip1",9.955738088,7.259094708,10.56716838,13.4829789,19.94414779,15.9552747,8.860159545,18.01939719,26.10911976,18.68645586
"Apopt1",10.85171428,9.40682312,8.473734703,10.50898359,18.89971896,9.613164819,11.78021273,13.53954789,18.30638383,14.55613234
"Agl",8.163785709,8.690913649,13.70731889,7.039322391,15.76643247,16.74803843,10.32018614,25.85913346,20.90729581,14.55613234
"Abhd15",2.78792857,3.679547354,7.427017866,6.543656506,13.67757481,14.36974723,10.32018614,19.13935952,26.10911976,16.6212941
"Commd8",7.267809519,11.55455153,15.80075257,16.95264009,8.45543065,8.027637349,13.24023932,15.77947254,20.90729581,18.68645586
"6030458C11Rik",7.267809519,13.70227994,11.0905268,13.97864478,10.54428831,8.820401084,8.860159545,19.13935952,15.70547186,14.55613234
"Bfar",5.475857139,11.55455153,11.61388522,16.95264009,10.54428831,8.820401084,16.1602925,22.49924649,20.90729581,10.42580881
"1110057K04Rik",10.85171428,11.55455153,7.427017866,11.50031536,7.411001819,8.027637349,11.78021273,15.77947254,18.30638383,20.75161762
"Cog8",11.74769047,7.259094708,12.13724364,9.021985932,7.411001819,11.19869229,11.78021273,11.29962324,18.30638383,20.75161762
"Bin3",6.371833329,6.543185237,11.0905268,9.021985932,9.499859481,8.027637349,13.24023932,7.939736271,20.90729581,16.6212941
"Ccdc25",4.579880949,7.259094708,10.04380996,9.021985932,8.45543065,9.613164819,4.480079773,13.53954789,23.50820779,26.94710291
"Bet1l",4.579880949,6.543185237,15.80075257,18.93530363,12.63314597,12.78421976,8.860159545,7.939736271,18.30638383,22.81677939
"Aspscr1",18.0195238,9.40682312,14.23067731,17.44830598,12.63314597,14.36974723,16.1602925,20.25932184,23.50820779,20.75161762
"Adsl",22.49940475,12.270461,16.32411099,8.526320047,11.58871714,10.40592855,8.860159545,23.61920881,18.30638383,16.6212941
"Acp2",13.53964285,4.395456825,11.61388522,12.98731301,16.8108613,10.40592855,11.78021273,28.09905811,13.10455988,26.94710291
"Arl6ip4",14.43561904,9.40682312,18.41754466,12.98731301,18.89971896,14.36974723,19.08034568,7.939736271,18.30638383,16.6212941
"Casp6",12.64366666,6.543185237,16.84746941,10.50898359,20.98857662,11.19869229,16.1602925,9.059698595,18.30638383,14.55613234
"Alg1",18.0195238,6.543185237,8.997093122,15.46564244,14.72200364,16.74803843,14.70026591,5.699811622,20.90729581,22.81677939
"1810022K09Rik",9.955738088,7.975004178,10.56716838,6.047990621,2.188857662,4.063818675,23.46042545,16.89943487,15.70547186,22.81677939
"Aasdhppt",7.267809519,10.12273259,7.427017866,6.047990621,5.322144156,4.063818675,23.46042545,18.01939719,10.5036479,16.6212941
"Atpaf2",11.74769047,9.40682312,4.286867352,7.039322391,8.45543065,9.613164819,23.46042545,19.13935952,18.30638383,16.6212941
"1110059E24Rik",8.163785709,6.543185237,18.41754466,9.517651817,11.58871714,4.85658241,20.54037227,19.13935952,13.10455988,14.55613234
"Acer3",9.059761899,1.531818942,13.70731889,11.00464947,8.45543065,5.649346145,20.54037227,15.77947254,13.10455988,16.6212941
"BC003965",10.85171428,10.12273259,10.56716838,5.552324736,13.67757481,10.40592855,33.68061159,15.77947254,15.70547186,16.6212941
"Bst2",4.579880949,0.815909471,8.473734703,10.50898359,8.45543065,5.649346145,29.30053182,14.65951022,13.10455988,18.68645586
"Cds2",9.955738088,5.827275766,13.70731889,14.96997655,14.72200364,15.16251096,14.70026591,21.37928416,10.5036479,10.42580881
"Cdkn2aipnl",9.059761899,9.40682312,10.04380996,13.4829789,13.67757481,17.54080217,20.54037227,18.01939719,10.5036479,8.360647049
"Ahsa2",9.955738088,3.679547354,17.37082783,14.96997655,10.54428831,17.54080217,23.46042545,16.89943487,18.30638383,14.55613234
"Cd53",0.99597619,0.815909471,12.66060206,8.526320047,15.76643247,7.234873614,17.62031909,29.21902044,15.70547186,10.42580881
"Arf6",8.163785709,0.815909471,36.21173091,6.543656506,4.277715325,5.649346145,13.24023932,13.53954789,31.31094371,2.165161762
"Asxl2",11.74769047,10.12273259,14.23067731,15.46564244,13.67757481,13.57698349,7.400132954,21.37928416,13.10455988,8.360647049
"Cmtr1",14.43561904,9.40682312,12.66060206,14.96997655,16.8108613,15.16251096,3.020053182,22.49924649,13.10455988,4.230323525
"Chordc1",15.33159523,7.975004178,15.80075257,13.97864478,16.8108613,11.19869229,4.480079773,16.89943487,10.5036479,6.295485287
"Ccnt1",11.74769047,10.83864206,11.61388522,16.95264009,14.72200364,11.99145602,0.1,7.939736271,15.70547186,6.295485287
"Clcn7",13.53964285,8.690913649,6.380301028,16.95264009,11.58871714,9.613164819,5.940106364,11.29962324,10.5036479,2.165161762
"4833420G17Rik",4.579880949,14.41818942,5.33358419,16.45697421,14.72200364,11.99145602,5.940106364,18.01939719,15.70547186,6.295485287
"Atp9b",8.163785709,6.543185237,8.473734703,12.49164713,16.8108613,13.57698349,7.400132954,15.77947254,2.700911976,6.295485287
"2610507I01Rik",6.371833329,6.543185237,8.473734703,13.97864478,15.76643247,11.19869229,3.020053182,11.29962324,5.301823952,6.295485287
"Cd300a",7.267809519,7.975004178,10.56716838,8.526320047,15.76643247,11.99145602,3.020053182,18.01939719,7.902735928,8.360647049
"Cep57",9.059761899,13.70227994,7.427017866,6.543656506,17.85529013,7.234873614,8.860159545,11.29962324,5.301823952,6.295485287
"Atp6v0a2",9.059761899,10.12273259,7.950376284,17.44830598,17.85529013,15.9552747,3.020053182,19.13935952,5.301823952,4.230323525
"Cep68",9.955738088,12.270461,4.286867352,14.96997655,18.89971896,14.36974723,5.940106364,14.65951022,2.700911976,0.1
"Arnt",13.53964285,6.543185237,6.903659447,10.0133177,15.76643247,15.9552747,7.400132954,18.01939719,7.902735928,2.165161762
"Arl6ip6",9.955738088,8.690913649,14.23067731,10.0133177,11.58871714,9.613164819,8.860159545,9.059698595,10.5036479,10.42580881
"Caml",7.267809519,7.259094708,14.23067731,12.49164713,12.63314597,10.40592855,4.480079773,5.699811622,10.5036479,8.360647049
"Cdan1",5.475857139,4.395456825,15.80075257,11.99598124,17.85529013,11.99145602,7.400132954,9.059698595,15.70547186,14.55613234
"2510009E07Rik",6.371833329,6.543185237,21.55769518,10.50898359,15.76643247,8.820401084,1.560026591,12.41958557,13.10455988,4.230323525
"Clk3",6.371833329,10.12273259,13.70731889,14.96997655,22.03300546,14.36974723,7.400132954,12.41958557,10.5036479,10.42580881
"Arhgef12",2.78792857,6.543185237,13.70731889,14.47431067,22.03300546,8.820401084,7.400132954,9.059698595,10.5036479,4.230323525
"Baz1b",1.89195238,9.40682312,18.41754466,8.526320047,13.67757481,11.19869229,8.860159545,13.53954789,7.902735928,14.55613234
"Ccdc127",3.683904759,7.975004178,15.27739415,11.99598124,17.85529013,6.442109879,3.020053182,13.53954789,2.700911976,16.6212941
"Ash2l",9.059761899,12.270461,17.89418624,13.97864478,18.89971896,5.649346145,4.480079773,20.25932184,10.5036479,12.49097057
"Asap1",10.85171428,12.98637047,21.03433676,14.47431067,11.58871714,16.74803843,17.62031909,15.77947254,10.5036479,4.230323525
"Cdk7",7.267809519,10.83864206,19.98761992,15.46564244,14.72200364,15.9552747,10.32018614,13.53954789,10.5036479,4.230323525
"Akap8",17.12354761,14.41818942,15.27739415,15.96130832,17.85529013,15.16251096,11.78021273,16.89943487,7.902735928,2.165161762
"Capns1",9.059761899,13.70227994,23.12777043,15.46564244,13.67757481,15.9552747,19.08034568,11.29962324,2.700911976,6.295485287
"1810037I17Rik",9.059761899,10.12273259,21.03433676,10.0133177,13.67757481,15.9552747,20.54037227,10.17966092,5.301823952,6.295485287
"Bag5",7.267809519,3.679547354,21.03433676,18.93530363,17.85529013,14.36974723,17.62031909,10.17966092,10.5036479,10.42580881
"Ankrd54",7.267809519,10.83864206,18.41754466,11.50031536,4.277715325,18.3335659,10.32018614,6.819773947,13.10455988,6.295485287
"Cltb",3.683904759,9.40682312,14.75403573,13.97864478,5.322144156,16.74803843,7.400132954,10.17966092,10.5036479,8.360647049
"Cog2",3.683904759,18.71364624,14.75403573,15.46564244,7.411001819,14.36974723,5.940106364,11.29962324,13.10455988,8.360647049
"4921524J17Rik",12.64366666,13.70227994,10.56716838,10.0133177,11.58871714,18.3335659,14.70026591,6.819773947,7.902735928,6.295485287
"Cdc37l1",6.371833329,12.270461,12.13724364,9.021985932,9.499859481,20.71185711,16.1602925,14.65951022,5.301823952,6.295485287
"1810030O07Rik",11.74769047,10.12273259,13.18396047,21.41363306,24.12186312,19.91909337,4.480079773,13.53954789,5.301823952,8.360647049
"2810403A07Rik",16.22757142,15.13409889,11.0905268,18.93530363,23.07743429,16.74803843,4.480079773,11.29962324,0.1,8.360647049
"1600012H06Rik",12.64366666,13.70227994,16.32411099,12.98731301,25.16629195,15.16251096,1.560026591,13.53954789,5.301823952,6.295485287
"Cnot10",12.64366666,15.13409889,14.75403573,20.42230129,18.89971896,19.91909337,8.860159545,20.25932184,7.902735928,12.49097057
"0610009O20Rik",14.43561904,18.71364624,10.56716838,15.46564244,17.85529013,16.74803843,7.400132954,16.89943487,2.700911976,16.6212941
"Arid2",11.74769047,12.98637047,19.4642615,19.43096952,27.25514961,15.9552747,10.32018614,9.059698595,5.301823952,16.6212941
"Chmp1b",5.475857139,11.55455153,19.4642615,20.91796717,24.12186312,9.613164819,3.020053182,12.41958557,7.902735928,14.55613234
"Cd99l2",18.0195238,14.41818942,8.997093122,28.35295545,18.89971896,24.67567578,4.480079773,10.17966092,2.700911976,0.1
"Arhgef40",17.12354761,12.270461,8.473734703,23.89196248,16.8108613,19.91909337,0.1,7.939736271,5.301823952,2.165161762
"Cog1",18.91549999,16.56591783,13.70731889,29.34428722,18.89971896,20.71185711,5.940106364,5.699811622,5.301823952,6.295485287
"Cast",9.955738088,11.55455153,19.4642615,25.37896014,23.07743429,23.09014831,1.560026591,13.53954789,7.902735928,0.1
"Ankrd11",12.64366666,10.12273259,13.18396047,26.86595779,17.85529013,13.57698349,8.860159545,5.699811622,5.301823952,4.230323525
"Cdk11b",10.85171428,7.975004178,11.61388522,23.89196248,15.76643247,16.74803843,3.020053182,6.819773947,10.5036479,2.165161762
"Brd9",7.267809519,15.13409889,13.18396047,21.41363306,12.63314597,17.54080217,7.400132954,6.819773947,7.902735928,14.55613234
"Acap2",7.267809519,1.531818942,19.4642615,24.88329425,25.16629195,18.3335659,13.24023932,6.819773947,7.902735928,4.230323525
"Bcl10",7.267809519,7.259094708,18.41754466,22.40496483,18.89971896,18.3335659,14.70026591,9.059698595,7.902735928,4.230323525
"B3gnt9",4.579880949,4.395456825,18.41754466,22.40496483,20.98857662,23.88291205,10.32018614,5.699811622,15.70547186,8.360647049
"Cdc42ep2",7.267809519,6.543185237,15.80075257,20.42230129,30.38843611,23.88291205,13.24023932,12.41958557,7.902735928,12.49097057
"A730017L22Rik",10.85171428,4.395456825,8.997093122,19.43096952,25.16629195,15.16251096,7.400132954,11.29962324,13.10455988,12.49097057
"Abl1",19.81147618,10.12273259,11.0905268,19.43096952,22.03300546,28.63949446,7.400132954,13.53954789,5.301823952,12.49097057
"Bcar1",24.29135713,15.13409889,12.13724364,11.99598124,16.8108613,24.67567578,10.32018614,6.819773947,2.700911976,16.6212941
"Aebp1",27.87526189,22.29319359,5.856942609,20.42230129,14.72200364,19.91909337,1.560026591,3.459886973,5.301823952,6.295485287
"B3galnt1",30.56319045,19.42955571,14.23067731,12.98731301,15.76643247,12.78421976,0.1,2.339924649,10.5036479,2.165161762
"Ackr3",24.29135713,34.4636546,12.66060206,15.96130832,19.94414779,16.74803843,1.560026591,0.1,2.700911976,0.1
"Cnnm4",27.87526189,28.02046936,9.520451541,13.97864478,15.76643247,13.57698349,1.560026591,12.41958557,10.5036479,16.6212941
"Chtf8",24.29135713,18.71364624,27.31463779,26.37029191,16.8108613,13.57698349,0.1,10.17966092,7.902735928,2.165161762
"Bambi",28.77123808,17.2818273,24.17448727,13.97864478,7.411001819,19.12632964,4.480079773,3.459886973,2.700911976,2.165161762
"Atp2a2",27.87526189,19.42955571,19.4642615,27.85728956,18.89971896,17.54080217,16.1602925,25.85913346,13.10455988,12.49097057
"Bap1",28.77123808,20.14546518,17.89418624,25.87462602,13.67757481,24.67567578,8.860159545,26.97909579,10.5036479,4.230323525
"4930402H24Rik",29.66721427,16.56591783,10.04380996,20.91796717,14.72200364,27.84673072,7.400132954,20.25932184,18.30638383,10.42580881
"2610507B11Rik",31.45916664,25.87274095,11.0905268,11.99598124,18.89971896,21.50462084,10.32018614,20.25932184,10.5036479,8.360647049
"Atp13a1",28.77123808,20.86137465,15.27739415,28.84862134,28.29957844,20.71185711,7.400132954,14.65951022,13.10455988,12.49097057
"B3gnt1",30.56319045,24.44092201,14.75403573,21.90929894,22.03300546,21.50462084,11.78021273,10.17966092,13.10455988,12.49097057
"Arih2",17.12354761,18.71364624,9.520451541,21.90929894,20.98857662,24.67567578,7.400132954,22.49924649,2.700911976,4.230323525
"Cant1",11.74769047,18.71364624,10.04380996,23.89196248,20.98857662,22.29738458,4.480079773,14.65951022,7.902735928,0.1
"Cggbp1",26.08330951,11.55455153,6.380301028,19.9266354,24.12186312,27.05396699,5.940106364,20.25932184,2.700911976,2.165161762
"Ccng1",29.66721427,21.57728412,13.70731889,24.38762837,34.56615143,18.3335659,4.480079773,22.49924649,2.700911976,4.230323525
"Capn7",29.66721427,26.58865042,11.0905268,24.38762837,23.07743429,23.88291205,5.940106364,21.37928416,0.1,4.230323525
"Brk1",16.22757142,11.55455153,22.0810536,18.43963775,27.25514961,17.54080217,11.78021273,11.29962324,7.902735928,6.295485287
"Arf3",16.22757142,10.83864206,14.23067731,15.96130832,28.29957844,18.3335659,10.32018614,7.939736271,5.301823952,4.230323525
"Cdkn1b",19.81147618,11.55455153,22.0810536,12.49164713,31.43286494,19.12632964,11.78021273,6.819773947,13.10455988,14.55613234
"Arfgap1",14.43561904,19.42955571,17.89418624,24.38762837,33.5217226,19.91909337,3.020053182,13.53954789,13.10455988,16.6212941
"Blcap",13.53964285,15.85000836,16.32411099,25.37896014,25.16629195,23.09014831,8.860159545,4.579849298,13.10455988,14.55613234
"Cnpy4",19.81147618,18.71364624,27.31463779,23.3962966,26.21072078,22.29738458,13.24023932,5.699811622,15.70547186,16.6212941
"Aip",11.74769047,23.00910306,26.26792095,23.3962966,25.16629195,15.9552747,14.70026591,10.17966092,13.10455988,12.49097057
"Ccnl1",11.74769047,10.83864206,31.50150514,23.89196248,28.29957844,19.12632964,11.78021273,10.17966092,15.70547186,6.295485287
"Abcf2",19.81147618,14.41818942,20.51097834,20.42230129,24.12186312,18.3335659,13.24023932,20.25932184,2.700911976,16.6212941
"Cnpy3",21.60342856,13.70227994,10.56716838,24.88329425,24.12186312,14.36974723,16.1602925,14.65951022,7.902735928,18.68645586
"Ccni",21.60342856,12.98637047,27.31463779,20.42230129,28.29957844,8.820401084,22.00039886,18.01939719,13.10455988,18.68645586
"Anapc4",16.22757142,13.70227994,30.4547883,25.87462602,29.34400727,34.1888406,5.940106364,14.65951022,18.30638383,6.295485287
"Abi1",18.0195238,10.12273259,24.17448727,29.34428722,25.16629195,34.98160434,5.940106364,24.73917114,13.10455988,8.360647049
"Arfip1",26.08330951,16.56591783,23.65112885,31.82261665,30.38843611,30.22502193,5.940106364,14.65951022,5.301823952,8.360647049
"Cldn25",23.39538094,15.85000836,26.79127937,26.37029191,24.12186312,23.09014831,3.020053182,21.37928416,5.301823952,14.55613234
"Cdc23",18.0195238,18.71364624,25.74456253,27.85728956,30.38843611,27.84673072,7.400132954,31.45894508,13.10455988,2.165161762
"Azin1",14.43561904,10.83864206,24.17448727,19.9266354,26.21072078,33.39607687,4.480079773,31.45894508,2.700911976,8.360647049
"Brwd1",13.53964285,21.57728412,26.26792095,22.90063071,11.58871714,30.22502193,3.020053182,15.77947254,10.5036479,14.55613234
"Cirbp",9.955738088,20.86137465,27.31463779,28.84862134,13.67757481,35.77436807,11.78021273,4.579849298,10.5036479,2.165161762
"Cdc42se1",26.9792857,18.71364624,25.74456253,26.86595779,27.25514961,38.15265928,0.1,6.819773947,10.5036479,6.295485287
"Arrdc1",19.81147618,12.270461,20.51097834,25.37896014,20.98857662,30.22502193,1.560026591,2.339924649,5.301823952,4.230323525
"Axl",13.53964285,15.85000836,16.84746941,27.36162368,17.85529013,33.39607687,16.1602925,15.77947254,2.700911976,2.165161762
"Arhgef3",6.371833329,5.827275766,15.80075257,31.82261665,20.98857662,37.35989554,4.480079773,10.17966092,2.700911976,0.1
"Anks1",1.89195238,6.543185237,13.18396047,25.87462602,14.72200364,25.46843952,0.1,6.819773947,2.700911976,0.1
"Cabin1",6.371833329,3.679547354,13.70731889,18.93530363,16.8108613,28.63949446,0.1,2.339924649,0.1,4.230323525
"Col16a1",8.163785709,14.41818942,13.18396047,20.42230129,11.58871714,27.05396699,1.560026591,2.339924649,2.700911976,0.1
"Atp13a2",8.163785709,10.83864206,19.4642615,17.94397186,15.76643247,25.46843952,5.940106364,7.939736271,0.1,6.295485287
"Btbd3",9.955738088,5.827275766,22.0810536,20.42230129,15.76643247,28.63949446,4.480079773,5.699811622,0.1,0.1
"Ap1s2",2.78792857,4.395456825,24.69784569,27.85728956,19.94414779,31.01778566,0.1,4.579849298,13.10455988,4.230323525
"Arhgef1",6.371833329,9.40682312,22.0810536,23.89196248,12.63314597,27.05396699,1.560026591,10.17966092,13.10455988,4.230323525
"Arl15",4.579880949,7.975004178,21.55769518,22.90063071,12.63314597,18.3335659,4.480079773,3.459886973,0.1,0.1
"Bmp4",3.683904759,5.827275766,19.4642615,20.42230129,13.67757481,19.12632964,1.560026591,1.219962324,2.700911976,0.1
"Cers4",1.89195238,4.395456825,25.22120411,24.38762837,12.63314597,17.54080217,3.020053182,2.339924649,7.902735928,4.230323525
"Baz2b",7.267809519,5.111366295,23.12777043,21.90929894,13.67757481,18.3335659,8.860159545,9.059698595,2.700911976,4.230323525
"Adam19",7.267809519,5.111366295,32.54822198,24.88329425,14.72200364,23.88291205,3.020053182,6.819773947,0.1,2.165161762
"Antxr1",0.99597619,1.531818942,32.54822198,26.37029191,19.94414779,20.71185711,0.1,0.1,0.1,0.1
"Cdr2l",3.683904759,1.531818942,27.83799621,32.31828253,19.94414779,18.3335659,4.480079773,4.579849298,2.700911976,6.295485287
"1810011O10Rik",7.267809519,7.259094708,16.32411099,20.91796717,27.25514961,27.05396699,5.940106364,5.699811622,2.700911976,4.230323525
"Abcc5",7.267809519,1.531818942,14.23067731,22.40496483,20.98857662,21.50462084,7.400132954,5.699811622,0.1,2.165161762
"Arhgef17",4.579880949,8.690913649,17.37082783,17.94397186,23.07743429,19.12632964,1.560026591,1.219962324,0.1,2.165161762
"Adcy4",4.579880949,4.395456825,8.997093122,25.37896014,31.43286494,26.26120325,0.1,4.579849298,0.1,0.1
"Arhgef25",3.683904759,5.111366295,18.94090308,25.37896014,17.85529013,26.26120325,1.560026591,0.1,0.1,2.165161762
"Adamtsl3",0.1,0.1,20.51097834,24.38762837,22.03300546,28.63949446,0.1,0.1,0.1,0.1
"Ano1",8.163785709,9.40682312,21.03433676,30.83128488,22.03300546,30.22502193,0.1,0.1,0.1,0.1
"BC028528",2.78792857,0.815909471,32.54822198,34.79661196,31.43286494,23.88291205,3.020053182,2.339924649,0.1,0.1
"C1qtnf7",0.99597619,0.815909471,29.40807146,26.86595779,31.43286494,23.09014831,1.560026591,0.1,0.1,2.165161762
"Actg2",0.99597619,3.679547354,32.02486356,28.84862134,30.38843611,34.98160434,0.1,1.219962324,0.1,6.295485287
"Agpat4",0.1,4.395456825,18.41754466,24.88329425,34.56615143,22.29738458,0.1,3.459886973,2.700911976,2.165161762
"C920021L13Rik",0.1,0.1,20.51097834,21.90929894,28.29957844,19.91909337,1.560026591,1.219962324,0.1,0.1
"Atp1a2",0.99597619,2.963637883,19.98761992,25.37896014,25.16629195,22.29738458,0.1,3.459886973,5.301823952,6.295485287
"Apbb1",8.163785709,5.827275766,22.0810536,27.85728956,27.25514961,14.36974723,0.1,1.219962324,5.301823952,2.165161762
"Cacnb3",7.267809519,4.395456825,19.4642615,27.36162368,22.03300546,16.74803843,0.1,1.219962324,2.700911976,2.165161762
"AU021092",4.579880949,0.815909471,30.4547883,15.96130832,30.38843611,21.50462084,3.020053182,0.1,0.1,2.165161762
"Casz1",6.371833329,1.531818942,12.13724364,13.97864478,24.12186312,16.74803843,0.1,1.219962324,0.1,0.1
"Bex2",0.99597619,0.1,10.56716838,14.47431067,24.12186312,10.40592855,1.560026591,0.1,0.1,2.165161762
"Adamtsl2",1.89195238,0.815909471,16.32411099,17.44830598,35.61058026,9.613164819,1.560026591,4.579849298,0.1,0.1
"Bcas2",17.12354761,15.13409889,25.74456253,23.3962966,27.25514961,22.29738458,38.06069136,15.77947254,41.71459162,26.94710291
"Armc1",22.49940475,18.71364624,25.74456253,22.90063071,17.85529013,26.26120325,32.220585,21.37928416,36.51276767,22.81677939
"Cacfd1",18.91549999,21.57728412,14.23067731,30.33561899,29.34400727,23.88291205,26.38047864,14.65951022,39.11367964,31.07742644
"Commd7",12.64366666,13.70227994,19.4642615,18.43963775,31.43286494,19.12632964,36.60066477,10.17966092,28.71003174,24.88194115
"3110062M04Rik",9.059761899,9.40682312,18.41754466,24.88329425,25.16629195,19.91909337,33.68061159,16.89943487,33.91185569,20.75161762
"Arf5",22.49940475,26.58865042,24.17448727,26.86595779,14.72200364,20.71185711,40.98074455,22.49924649,28.71003174,41.40323525
"Ccdc115",19.81147618,17.99773677,28.36135462,21.41363306,16.8108613,19.91909337,46.82085091,5.699811622,28.71003174,33.1425882
"Arl14ep",24.29135713,26.58865042,38.828523,22.90063071,25.16629195,21.50462084,40.98074455,20.25932184,31.31094371,8.360647049
"Brd8",35.0430714,20.86137465,29.40807146,19.9266354,29.34400727,21.50462084,35.14063818,21.37928416,31.31094371,10.42580881
"Btf3l4",27.87526189,31.60001671,24.17448727,22.40496483,24.12186312,20.71185711,38.06069136,28.09905811,44.31550359,14.55613234
"Aph1a",18.91549999,30.16819777,24.69784569,23.89196248,14.72200364,13.57698349,42.44077114,33.69886973,26.10911976,20.75161762
"2210016F16Rik",21.60342856,13.70227994,23.12777043,23.3962966,10.54428831,15.16251096,46.82085091,26.97909579,36.51276767,24.88194115
"Clns1a",25.18733332,26.58865042,35.68837249,27.36162368,20.98857662,32.60331313,29.30053182,21.37928416,20.90729581,41.40323525
"Anxa7",31.45916664,27.30455989,32.02486356,34.79661196,29.34400727,20.71185711,20.54037227,26.97909579,15.70547186,35.20774996
"Ap1s1",21.60342856,30.16819777,28.36135462,23.89196248,9.499859481,23.09014831,22.00039886,22.49924649,15.70547186,35.20774996
